pub_ID,pub_year,first_author,source,suborder,family,species,species_OTL,roost_type,pd,country,hemisphere,lat,lon,clim_ID,study_year,mean_year_study,sex,age,date_pre,date_max,date_post,month_num_pre,month_num_max,month_num_post,days_dif,month_pre,month_max,month_post,value_pre_mean,value_pre_SD,pre_n,value_max_mean,value_max_SD,max_n,value_post_mean,value_post_SD,post_n,pre_post,mass_g,abs_diff,abs_vi,rel_diff,lnRR,lnRR_vi,notes,title,ref
32,2007,Townsend,Fig 1,Yangochiroptera,Vespertilionidae,Myotis lucifugus,Myotis lucifugus,cave,,USA,northern,42.63373252,-71.08634699,Dfa,2005,2005,Female,Adult,28/7/2005,10/9/2005,,,,,44,Jul,Sep,,6.204819277,0.685795155,10,8.734939759,0.91439354,10,,,,pre,6.204819277,2.530120482,0.130643054,40.77669903,0.342004754,0.002317443,,"Changes in body mass, serum leptin, and mRNA levels of leptin receptor isoforms during the premigratory period in Myotis lucifugus",https://link.springer.com/article/10.1007/s00360-007-0215-y
33,2008,Singh,Fig 1,Yangochiroptera,Emballonuridae,Taphozous longimanus,Taphozous longimanus,broad,,India,northern,25.26992136,82.99146424,Cwa,2002-2005,2003,Female,Adult,,,,10,11,,30.417,Oct,Nov,,26.03592314,3.581125355,6,33.13700919,5.627482701,6,,,,pre,26.03592314,7.101086048,7.415503392,27.27418579,0.241173516,0.007959868,,"Changes in Serum Leptin, Insulin, Androstenedione and Luteinizing Hormone During Ovarian Cycle in the Bat, Taphozous Longimanus",https://link.springer.com/article/10.1556/ABiol.59.2008.1.1
33,2008,Singh,Fig 1,Yangochiroptera,Emballonuridae,Taphozous longimanus,Taphozous longimanus,broad,,India,northern,25.26992136,82.99146424,Cwa,2002-2005,2003,Female,Adult,,,,,11,1,60.834,,Nov,Jan,,,,33.13700919,5.627482701,6,24.88721805,3.325330687,6,post,24.88721805,8.249791145,7.121064287,33.14870762,0.28629642,0.007782278,,,
34,2007,Singh,Fig 1,Yangochiroptera,Emballonuridae,Taphozous longimanus,Taphozous longimanus,broad,,India,northern,25.26992136,82.99146424,Cwa,2002-2005,2003,Male,Adult,,,,10,11,,30.417,Oct,Nov,,27.74611399,4.822829545,6,33.13471503,3.299830742,6,,,,pre,27.74611399,5.388601036,5.691427958,19.42110177,0.177485731,0.006688538,,Year round plasma leptin and androgen concentrations in a tropical bat,https://link.springer.com/article/10.1007/BF03194208
34,2007,Singh,Fig 1,Yangochiroptera,Emballonuridae,Taphozous longimanus,Taphozous longimanus,broad,,India,northern,25.26992136,82.99146424,Cwa,2002-2005,2003,Male,Adult,,,,,11,1,60.834,,Nov,Jan,,,,33.13471503,3.299830742,6,25.05181347,4.315163277,6,post,25.05181347,8.082901554,4.918252839,32.2647363,0.279635306,0.006597956,,,
35,2004,Galindo,Fig 2,Yangochiroptera,Phyllostomidae,Leptonycteris curasoae,Leptonycteris curasoae,cave,,Mexico,northern,18.354167,-98.891667,As,1993-1995,1994,Female,Adult,,,,5,11,,182.502,May,Nov,,24.63776276,0.645176426,39,33.20101351,0.997090841,34,,,,pre,24.63776276,8.563250751,0.039914031,34.75660852,0.298300065,4.41E-05,,Population Dynamics of a Resident Colony of Leptonycteris curasoae (Chiroptera: Phyllostomidae) in Central M支ico,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1744-7429.2004.tb00331.x?casa_token=YTXwj8_xvC0AAAAA:LR55qP3EiBlpGeFrrRaYT5J0765-OwE8HT11X8IqYt2854j555PjeIgsmjEYmVRErXhDGjG_oCcu-Aev
35,2004,Galindo,Fig 2,Yangochiroptera,Phyllostomidae,Leptonycteris curasoae,Leptonycteris curasoae,cave,,Mexico,northern,18.354167,-98.891667,As,1993-1995,1994,Female,Adult,,,,,11,2,91.251,,Nov,Feb,,,,33.20101351,0.997090841,34,23.52336712,0.821133634,23,post,23.52336712,9.677646396,0.058556558,41.14056609,0.34458613,7.95E-05,,,
36,2007,Encarnacao,Fig 1,Yangochiroptera,Vespertilionidae,Myotis daubentonii,Myotis daubentonii,cave,,Germany,northern,50.66841796,8.740997395,Cfb,1998-2001,1999,Male,Adult,,,,7,9,,60.834,Jul,Sep,,8,,164,8.6,,82,,,,pre,8,0.6,,7.5,0.072320662,,,"Body mass changes in male Daubenton's bats Myotis daubentonii (Chiroptera, Vespertilionidae) during the seasonal activity period",https://www.degruyter.com/document/doi/10.1515/mamm.2004.028/html
37,2004,Kokurewicz,Table 2,Yangochiroptera,Vespertilionidae,Myotis daubentonii,Myotis daubentonii,cave,,Poland,northern,50.766667,15.766667,Cfb,1987-1991,1989,Male,Adult,,,,,11,3,121.668,,Nov,Mar,,,,10,1.1,17,7.9,0.85,15,post,7.9,2.1,0.119343137,26.58227848,0.235722334,0.001483543,,"Sex and age related habitat selection and mass dynamics of Daubenton's bats Myotis daubentonii (Kuhl, 1817) hibernating in natural conditions",https://www.ingentaconnect.com/content/miiz/actac/2004/00000006/00000001/art00010?crawler=true&mimetype=application/pdf&casa_token=xvj8fNXT-D4AAAAA:MC2dJ-ZTnkSYx4DWGWG6ZIy_gG2O0Zo-P3Xr7e4-ypL6RdNYpzVsuomztH9P1QsW4ZDmO8VSELjVbxqJi2kCQQ
37,2004,Kokurewicz,Table 2,Yangochiroptera,Vespertilionidae,Myotis daubentonii,Myotis daubentonii,cave,,Poland,northern,50.766667,15.766667,Cfb,1987-1991,1989,Female,Adult,,,,,11,3,121.668,,Nov,Mar,,,,11.4,1,22,9.3,0.93,23,post,9.3,2.1,0.083058893,22.58064516,0.203598955,0.000784541,,,
38,2002,Singh,Fig 1,Yangochiroptera,Emballonuridae,Taphozous longimanus,Taphozous longimanus,broad,,India,northern,25.26992136,82.99146424,Cwa,1996-1999,1997,Female,Adult,,,,8,11,,91.251,Aug,Nov,,24.36149691,5.64957125,6,32.17190016,3.851980398,6,,,,pre,24.36149691,7.810403247,7.792568049,32.0604406,0.278089515,0.01135264,,"Seasonal changes in circulating steroid concentration and their correlation with the ovarian activity in the female Indian sheath-tailed bat, Taphozous longimanus",https://onlinelibrary.wiley.com/doi/abs/10.1002/jez.10086
38,2002,Singh,Fig 1,Yangochiroptera,Emballonuridae,Taphozous longimanus,Taphozous longimanus,broad,,India,northern,25.26992136,82.99146424,Cwa,1996-1999,1997,Female,Adult,,,,,11,2,91.251,,Nov,Feb,,,,32.17190016,3.851980398,6,25.30503556,3.851980398,6,post,25.30503556,6.8668646,4.945917661,27.13635625,0.240089996,0.006251178,,,
39,2002,Hayashi,Fig 1,Yinpterochiroptera,Rhinolophidae,Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,cave,,Japan,northern,36.71764176,136.9810342,Cfa,,,Male,Adult,,,,8,11,,91.251,Aug,Nov,,22.33333333,4.041451884,12,30,3,9,,,,pre,22.33333333,7.666666667,2.361111111,34.32835821,0.295117051,0.003840004,,"Basic properties and annual changes of follicle-stimulating hormone receptors in the testis of horseshoe bats, Rhinolophus ferrumequinum",https://onlinelibrary.wiley.com/doi/abs/10.1002/jez.10012?casa_token=8XCypItMkDIAAAAA:KPyzirg-QWd6el512RMeJ8FdbGdnL2_n3i14WRUdbzQX5-OQV44zBiwVh9TEBKrumoYRsi2DfmwvTAld
39,2002,Hayashi,Fig 1,Yinpterochiroptera,Rhinolophidae,Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,cave,,Japan,northern,36.71764176,136.9810342,Cfa,,,Male,Adult,,,,,11,1,60.834,,Nov,Jan,,,,30,3,9,24.33333333,2.309401077,12,post,24.33333333,5.666666667,1.444444444,23.28767123,0.209350229,0.001861721,,,
40,2002,Singh,Fig 1,Yangochiroptera,Emballonuridae,Taphozous longimanus,Taphozous longimanus,broad,,India,northern,25.26992136,82.99146424,Cwa,1997-1999,1998,Female,Adult,,,,9,11,,60.834,Sep,Nov,,26.26269415,3.429505128,6,31.86305257,4.115406154,6,,,,pre,26.26269415,5.600358423,4.783012206,21.32438657,0.193297653,0.005622409,,"Seasonal changes in thyroid activity in the female sheath-tailed bat, Taphozous longimanus (Chiroptera: Emballonuridae)",https://akjournals.com/view/journals/018/53/3/article-p267.xml
40,2002,Singh,Fig 1,Yangochiroptera,Emballonuridae,Taphozous longimanus,Taphozous longimanus,broad,,India,northern,25.26992136,82.99146424,Cwa,1997-1999,1998,Female,Adult,,,,,11,1,60.834,,Nov,Jan,,,,31.86305257,4.115406154,6,25.23596177,5.487208205,6,post,25.23596177,6.6270908,7.841003616,26.2605042,0.23317708,0.01066009,,,
41,2002,Krishna,Fig 1,Yangochiroptera,Vespertilionidae,Scotophilus heathi,Scotophilus heathii,broad,,India,northern,25.26992136,82.99146424,Cwa,1992-1994,1993,Female,Adult,,,,10,11,,30.417,Oct,Nov,,29.90360697,1.269428764,6,45.06218905,2.221500337,6,,,,pre,29.90360697,15.15858209,1.091085522,50.69148383,0.410064407,0.000705401,,"Relationship between corticosterone and body weight, androstenedione and insulin during the period of delayed ovulation in a vespertilionid bat, Scotophilus heathi",https://akjournals.com/view/journals/018/53/3/article-p279.xml
41,2002,Krishna,Fig 1,Yangochiroptera,Vespertilionidae,Scotophilus heathi,Scotophilus heathii,broad,,India,northern,25.26992136,82.99146424,Cwa,1992-1994,1993,Female,Adult,,,,,11,3,121.668,,Nov,Mar,,,,45.06218905,2.221500337,6,30.81053068,1.269428764,6,post,30.81053068,14.25165837,1.091085522,46.255803,0.380186978,0.00068798,,,
42,2001,Young,Fig 4,Yinpterochiroptera,Rhinolophidae,Rhinolophus megaphyllus,Rhinolophus megaphyllus,cave,,Australia,southern,-27.35849499,152.1849262,Cfa,1970-1993,1981,Male,Adult,,,,4,6,,60.834,Apr,Jun,,10.5,,73,10.75,,58,,,,pre,10.5,0.25,,2.380952381,0.023530497,,,"The eastern horseshoe bat, Rhinolophus megaphyllus, in south-east Queensland, Australia: colony demography and dynamics, activity levels, seasonal weight changes, and capture-recapture analyses",https://www.publish.csiro.au/wr/wr99106
42,2001,Young,Fig 4,Yinpterochiroptera,Rhinolophidae,Rhinolophus megaphyllus,Rhinolophus megaphyllus,cave,,Australia,southern,-27.35849499,152.1849262,Cfa,1970-1993,1981,Male,Adult,,,,,6,8,60.834,,Jun,Aug,,,,10.75,,58,10.61111111,,51,post,10.61111111,0.138888889,,1.308900524,0.013004084,,,,
42,2001,Young,Fig 4,Yinpterochiroptera,Rhinolophidae,Rhinolophus megaphyllus,Rhinolophus megaphyllus,cave,,Australia,southern,-27.35849499,152.1849262,Cfa,1970-1993,1981,Female,Adult,,,,4,6,,60.834,Apr,Jun,,10.83333333,,25,11.05555556,,69,,,,pre,10.83333333,0.222222222,,2.051282051,0.020305266,,,,
42,2001,Young,Fig 4,Yinpterochiroptera,Rhinolophidae,Rhinolophus megaphyllus,Rhinolophus megaphyllus,cave,,Australia,southern,-27.35849499,152.1849262,Cfa,1970-1993,1981,Female,Adult,,,,,6,7,30.417,,Jun,Jul,,,,11.05555556,,69,10.75,,32,post,10.75,0.305555556,,2.842377261,0.028027312,,,,
43,2001,Koteja,Fig 4,Yangochiroptera,Vespertilionidae,Myotis myotis,Myotis myotis,cave,,Poland,northern,50.87946809,15.94193534,Cfb,1995-1996,1995,Female,Adult,,,,,12,4,121.668,,Dec,Apr,,,,29.51633987,0.980392157,15,24.74509804,1.307189542,7,post,24.74509804,4.77124183,0.308184276,19.28156366,0.176316594,0.000472208,,Energy balance of hibernating mouse-eared batMyotis myotis: a study with a TOBEC instrument,https://link.springer.com/article/10.1007/BF03192411
43,2001,Koteja,Fig 4,Yangochiroptera,Vespertilionidae,Myotis myotis,Myotis myotis,cave,,Poland,northern,50.87946809,15.94193534,Cfb,1995-1996,1995,Male,Adult,,,,,12,4,121.668,,Dec,Apr,,,,29.18954248,0.91503268,11,23.56862745,1.764705882,10,post,23.56862745,5.620915033,0.387535486,23.84914032,0.213894029,0.000649966,,,
43,2001,Koteja,Fig 4,Yangochiroptera,Vespertilionidae,Myotis myotis,Myotis myotis,cave,,Poland,northern,52.42049005,16.9279277,Cfb,1995-1996,1995,Female,Adult,,,,,12,4,121.668,,Dec,Apr,,,,29.38562092,1.764705882,8,26.44444444,1.503267974,13,post,26.44444444,2.941176471,0.563105249,11.1220959,0.105459374,0.000699378,,,
43,2001,Koteja,Fig 4,Yangochiroptera,Vespertilionidae,Myotis myotis,Myotis myotis,cave,,Poland,northern,52.42049005,16.9279277,Cfb,1995-1996,1995,Male,Adult,,,,,12,4,121.668,,Dec,Apr,,,,27.62091503,1.111111111,11,23.89542484,0.849673203,15,post,23.89542484,3.725490196,0.160363082,15.59080963,0.144886266,0.000231403,,,
44,2000,Singh,Table 1,Yangochiroptera,Emballonuridae,Taphozous longimanus,Taphozous longimanus,cave,,India,northern,25.26992136,82.99146424,Cwa,1996-1998,1996,Male,Adult,,,,8,11,,91.251,Aug,Nov,,25.1,7.274613392,12,33.2,4.849742261,12,,,,pre,25.1,8.1,6.37,32.27091633,0.27968203,0.008778086,,"Seasonal changes in circulating testosterone and androstenedione concentration and their correlation with the anomalous reproductive pattern in the male Indian sheath-tailed bat, Taphozous longimanus",https://onlinelibrary.wiley.com/doi/abs/10.1002/1097-010X(20000615)287:1%3C54::AID-JEZ7%3E3.0.CO;2-Z?casa_token=0b0P6NLfVLcAAAAA:vV7wNUmUw55TjZyWLoLKYKuHuU_moB9TXi3jCrMqf-mxXfV_bpYO6WgXzvSjx1J16oBMl7xvlw8aoTfp
44,2000,Singh,Table 1,Yangochiroptera,Emballonuridae,Taphozous longimanus,Taphozous longimanus,cave,,India,northern,25.26992136,82.99146424,Cwa,1996-1998,1996,Male,Adult,,,,,11,3,121.668,,Nov,Mar,,,,33.2,4.849742261,12,24.4,6.581793069,12,post,24.4,8.8,5.57,36.06557377,0.307966744,0.007841755,,,
45,1999,Cotterill,Fig 3,Yinpterochiroptera,Hipposideridae,Hipposideros commersoni,Hipposideros commersoni,cave,,Zimbabwe,southern,-18.3,29.416667,Cwa,1988-1990,1989,Male,Adult,,,,,6,8,60.834,,Jun,Aug,,,,105.0416667,14.58333333,20,103.5833333,9.041666667,20,post,103.5833333,1.458333333,14.72126736,1.407884151,0.013980655,0.001344708,,Reproductive ecology of Commerson's leaf-nosed bats Hipposideros commersoni (Chiroptera: Hipposideridae) in South-Central Africa: interactions between seasonality and large body size; and implications for conservation,https://www.tandfonline.com/doi/abs/10.1080/02541858.1999.11448488
45,1999,Cotterill,Fig 3,Yinpterochiroptera,Hipposideridae,Hipposideros commersoni,Hipposideros commersoni,cave,,Zimbabwe,southern,-18.3,29.416667,Cwa,1988-1990,1989,Female,Adult,,,,,6,8,60.834,,Jun,Aug,,,,78.5,6.416666667,20,72.375,5.25,20,post,72.375,6.125,3.436805556,8.462867012,0.081237689,0.000597174,,,
46,1999,Korine,Table 2,Yinpterochiroptera,Pteropodidae,Rousettus aegyptiacus,Rousettus aegyptiacus,tree,,Israel,northern,32.7563631,34.99414782,Csa,1994-1995,1994,Both,Adult,,,,,10,3,152.085,,Oct,Mar,,,,165.46,8.85,8,128.44,23.91,6,post,128.44,37.02,105.0716625,28.82279664,0.253267605,0.006133346,,Diurnal and seasonal changes in blood composition of the free-living Egyptian fruit bat (Rousettus aegyptiacus),https://link.springer.com/article/10.1007/s003600050222
47,1998,Krishna,Table 1,Yangochiroptera,Vespertilionidae,Scotophilus heathi,Scotophilus heathii,broad,,India,northern,25.26992136,82.99146424,Cwa,1992-1993,1992,Male,Adult,,,,8,11,,91.251,Aug,Nov,,34.33,3.890758281,5,45,2.437314095,5,,,,pre,34.33,10.67,4.2157,31.08068745,0.270642882,0.003155638,,Changes in circulating insulin and corticosterone concentrations during different reproductive phases and their relationships to body weight and androstenedione concentration of male Scotophilus heathi,https://onlinelibrary.wiley.com/doi/abs/10.1002/(sici)1097-010x(19980615)281:3%3C201::aid-jez5%3E3.0.co;2-r
47,1998,Krishna,Table 1,Yangochiroptera,Vespertilionidae,Scotophilus heathi,Scotophilus heathii,broad,,India,northern,25.26992136,82.99146424,Cwa,1992-1993,1992,Male,Adult,,,,,11,2,91.251,,Nov,Feb,,,,45,2.437314095,5,32.83,1.565247584,5,post,32.83,12.17,1.678099999,37.06975327,0.315319758,0.001041342,,,
48,1998,Kunz,Table 1,Yangochiroptera,Vespertilionidae,Myotis lucifugus,Myotis lucifugus,cave,,USA,northern,43.24788115,-73.03842818,Dfb,1976,1976,Male,Adult,14/8/1976,17/9/1976,,,,,34,Aug,Sep,,7,0.435889894,19,9.3,1.002546757,19,,,,pre,7,2.3,0.0629,32.85714286,0.284104251,0.000815713,,Changes in body mass and fat reserves in prehibernating little brown bats (Myotis lucifugus),https://www.jstor.org/stable/42900766?casa_
48,1998,Kunz,Table 1,Yangochiroptera,Vespertilionidae,Myotis lucifugus,Myotis lucifugus,cave,,USA,northern,43.24788115,-73.03842818,Dfb,1976,1976,Female,Adult,14/8/1976,17/9/1976,,,,,34,Aug,Sep,,7.1,0.389743505,31,9.2,0.72,16,,,,pre,7.1,2.1,0.0373,29.57746479,0.2591087,0.000480001,,,
49,1990,Taylor,Fig 6,Yangochiroptera,Vespertilionidae,Chalinolobus morio,Chalinolobus morio,tree,,Australia,southern,-42.483333,147.583333,Cfb,1985-1986,1985,Female,Adult,,,,1,3,,60.834,Jan,Mar,,8.867132867,0.538461538,8,10.94755245,0.685314685,5,,,,pre,8.867132867,2.08041958,0.130173847,23.46214511,0.210764406,0.001244696,,Annual Activity and Weight Cycles of Bats in South-Eastern Tasmania,https://www.publish.csiro.au/WR/WR9900181
49,1990,Taylor,Fig 6,Yangochiroptera,Vespertilionidae,Chalinolobus morio,Chalinolobus morio,tree,,Australia,southern,-42.483333,147.583333,Cfb,1985-1986,1985,Female,Adult,,,,,3,11,243.336,,Mar,Nov,,,,10.94755245,0.685314685,5,8.671328671,0.391608392,8,post,8.671328671,2.276223776,0.113100885,26.25,0.233093882,0.00103869,,,
49,1990,Taylor,Fig 6,Yangochiroptera,Vespertilionidae,Chalinolobus morio,Chalinolobus morio,tree,,Australia,southern,-42.483333,147.583333,Cfb,1985-1986,1985,Male,Adult,,,,2,7,,152.085,Feb,Aug,,8.576923077,0.538461538,11,10.9020979,0.171328671,5,,,,pre,8.576923077,2.325174825,0.03222896,27.10966164,0.239880005,0.000407699,,,
49,1990,Taylor,Fig 6,Yangochiroptera,Vespertilionidae,Chalinolobus morio,Chalinolobus morio,tree,,Australia,southern,-42.483333,147.583333,Cfb,1985-1986,1985,Male,Adult,,,,,7,10,91.251,,Aug,Oct,,,,10.9020979,0.171328671,5,8.20979021,0.269230769,7,post,8.20979021,2.692307692,0.016225732,32.79386712,0.283627869,0.000203027,,,
49,1990,Taylor,Fig 6,Yangochiroptera,Vespertilionidae,Eptesicus regulus,Eptesicus regulus,tree,,Australia,southern,-42.483333,147.583333,Cfb,1985-1986,1985,Female,Adult,,,,2,5,,91.251,Feb,May,,5.293706294,0.318181818,13,5.979020979,,1,,,,pre,5.293706294,0.685314685,0.007787667,12.94583884,0.121738215,0.000277899,,,
49,1990,Taylor,Fig 6,Yangochiroptera,Vespertilionidae,Eptesicus regulus,Eptesicus regulus,tree,,Australia,southern,-42.483333,147.583333,Cfb,1985-1986,1985,Female,Adult,,,,,5,9,121.668,,May,Sep,,,,5.979020979,,1,5.342657343,0.342657343,50,post,5.342657343,0.636363636,0.002348281,11.91099476,0.11253368,8.23E-05,,,
49,1990,Taylor,Fig 6,Yangochiroptera,Vespertilionidae,Eptesicus regulus,Eptesicus regulus,tree,,Australia,southern,-42.483333,147.583333,Cfb,1985-1986,1985,Male,Adult,,,,3,4,,30.417,Mar,Apr,,5.076923077,0.416083916,9,5.590909091,0.538461538,7,,,,pre,5.076923077,0.513986014,0.060656321,10.12396694,0.096436517,0.002071401,,,
49,1990,Taylor,Fig 6,Yangochiroptera,Vespertilionidae,Eptesicus regulus,Eptesicus regulus,tree,,Australia,southern,-42.483333,147.583333,Cfb,1985-1986,1985,Male,Adult,,,,,4,10,182.502,,Apr,Oct,,,,5.590909091,0.538461538,7,4.611888112,0.293706294,10,post,4.611888112,0.979020979,0.050046457,21.22820318,0.19250456,0.001730666,,,
49,1990,Taylor,Fig 6,Yangochiroptera,Vespertilionidae,Nyctophilus geoffroyi,Nyctophilus geoffroyi,tree,,Australia,southern,-42.483333,147.583333,Cfb,1985-1986,1985,Female,Adult,,,,3,5,,60.834,Mar,May,,8.548951049,0.758741259,18,9.454545455,0.832167832,11,,,,pre,8.548951049,0.905594406,0.094937529,10.59304703,0.100687035,0.001141896,,,
49,1990,Taylor,Fig 6,Yangochiroptera,Vespertilionidae,Nyctophilus geoffroyi,Nyctophilus geoffroyi,tree,,Australia,southern,-42.483333,147.583333,Cfb,1985-1986,1985,Female,Adult,,,,,5,9,121.668,,May,Sep,,,,9.454545455,0.832167832,11,8.230769231,0.48951049,8,post,8.230769231,1.223776224,0.09290741,14.86830926,0.138616149,0.001146417,,,
50,1989,Dixon,Fig 4,Yangochiroptera,Vespertilionidae,Chalinolobus gouldii,Chalinolobus gouldii,tree,,Australia,southern,-37.77102611,145.0494812,Cfb,1974-1981,1977,Female,Adult,,,,3,5,,60.834,Mar,May,,15.91111111,,,18.8,,,,,,pre,15.91111111,2.888888889,,18.15642458,0.166839193,,,Observations on a maternity colony of Gouldﾕs Wattled Bat Chalinolobus gouldii (Chiroptera: Vespertilionidae),https://www.degruyter.com/document/doi/10.1515/mamm.1989.53.3.395/html
50,1989,Dixon,Fig 4,Yangochiroptera,Vespertilionidae,Chalinolobus gouldii,Chalinolobus gouldii,tree,,Australia,southern,-37.77102611,145.0494812,Cfb,1974-1981,1977,Female,Adult,,,,,5,8,91.251,,May,Aug,,,,18.8,,,13.11111111,,,post,13.11111111,5.688888889,,43.38983051,0.360396823,,,,
50,1989,Dixon,Fig 4,Yangochiroptera,Vespertilionidae,Chalinolobus gouldii,Chalinolobus gouldii,tree,,Australia,southern,-37.77102611,145.0494812,Cfb,1974-1981,1977,Male,Adult,,,,3,5,,60.834,Mar,May,,14.26666667,,,16.62222222,,,,,,pre,14.26666667,2.355555556,,16.51090343,0.152814674,,,,
50,1989,Dixon,Fig 4,Yangochiroptera,Vespertilionidae,Chalinolobus gouldii,Chalinolobus gouldii,tree,,Australia,southern,-37.77102611,145.0494812,Cfb,1974-1981,1977,Male,Adult,,,,,5,8,91.251,,May,Aug,,,,16.62222222,,,13.77777778,,,post,13.77777778,2.844444444,,20.64516129,0.1876835,,,,
51,1983,Yacoe,Table 1,Yangochiroptera,Vespertilionidae,Eptesicus fuscus,Eptesicus fuscus,broad,,USA,northern,42.30240244,-83.6896481,Dfa,,,Female,Adult,,,,,10,1,91.251,,Oct,Jan,,,,19.12,3.48245603,11,14.1,1.721162398,14,post,14.1,5.02,1.3141,35.60283688,0.30456011,0.004080135,,"Maintenance of the pectoralis muscle during hibernation in the big brown bat,Eptesicus fuscus",https://link.springer.com/article/10.1007/BF00689733
52,1982,Tidemann,Fig 3,Yangochiroptera,Vespertilionidae,Eptesicus vulturnus,Eptesicus vulturnus,tree,,Australia,southern,-35.66316548,150.2822781,Cfb,1979-1980,1979,Male,Adult,,,,2,4,,60.834,Feb,Apr,,3.508196721,0.170365653,12,3.918032787,0.260237834,7,,,,pre,3.508196721,0.409836066,0.012093523,11.68224299,0.110487537,0.000826765,,Sex differences in seasonal changes of brown adipose tissue and activity of the australian vespertilionid bat eptesicus vulturnus,https://www.publish.csiro.au/zo/zo9820015
52,1982,Tidemann,Fig 3,Yangochiroptera,Vespertilionidae,Eptesicus vulturnus,Eptesicus vulturnus,tree,,Australia,southern,-35.66316548,150.2822781,Cfb,1979-1980,1979,Male,Adult,,,,,4,9,152.085,,Apr,Sep,,,,3.918032787,0.260237834,7,3.557377049,0.163112695,11,post,3.557377049,0.360655738,0.012093523,10.13824885,0.096566198,0.000821369,,,
52,1982,Tidemann,Fig 3,Yangochiroptera,Vespertilionidae,Eptesicus vulturnus,Eptesicus vulturnus,tree,,Australia,southern,-35.66316548,150.2822781,Cfb,1979-1980,1979,Female,Adult,,,,2,4,,60.834,Feb,Apr,,3.64516129,0.118523697,6,4.516129032,0.14426245,5,,,,pre,3.64516129,0.870967742,0.006503642,23.89380531,0.214254604,0.00038029,,,
52,1982,Tidemann,Fig 3,Yangochiroptera,Vespertilionidae,Eptesicus vulturnus,Eptesicus vulturnus,tree,,Australia,southern,-35.66316548,150.2822781,Cfb,1979-1980,1979,Female,Adult,,,,,4,9,152.085,,Apr,Sep,,,,4.516129032,0.14426245,5,3.629032258,0.153013435,10,post,3.629032258,0.887096774,0.006503642,24.44444444,0.218689201,0.000381859,,,
53,1968,Dwyer,Table 3,Yangochiroptera,Miniopteridae,Miniopterus australis,Miniopterus australis,cave,,Australia,southern,-30.98289306,152.3347804,Cfa,1960-1966,1963,Both,Adult,,,,,5,8,91.251,,May,Sep,,,,7,0.3,80,7.1,0.3,42,post,7.1,-0.1,0.003267857,-1.408450704,-0.014184635,6.55E-05,,"The biology, origin and adaptation of the miniopterus australis (Chiroptera) in new south wales",https://www.publish.csiro.au/zo/ZO9680049
53,1968,Dwyer,Table 3,Yangochiroptera,Miniopteridae,Miniopterus orianae oceanensis,Miniopterus orianae oceanensis,cave,,Australia,southern,-30.98289306,152.3347804,Cfa,1960-1966,1963,Both,Adult,,,,,5,8,91.251,,May,Sep,,,,14.1,0.7,18,13.1,0.6,10,post,13.1,1,0.063222222,7.633587786,0.073562567,0.000346704,,,
54,1964,Dwyer,Fig 5,Yangochiroptera,Miniopteridae,Miniopterus orianae oceanensis,Miniopterus orianae oceanensis,cave,,Australia,southern,-31.08954778,152.6894109,Cfa,1960-1963,1961,Male,Adult,,,,6,7,,30.417,Jun,Jul,,14.32718894,0.912442396,13,15.15668203,0.525345622,16,,,,pre,14.32718894,0.829493088,0.081291646,5.789642972,0.056282436,0.00038708,,Seasonal changes in activity and weight of Minipterus schreibersi blepotis (Chiroptera) in north-eastern NSW,https://www.publish.csiro.au/ZO/ZO9640052
54,1964,Dwyer,Fig 5,Yangochiroptera,Miniopteridae,Miniopterus orianae oceanensis,Miniopterus orianae oceanensis,cave,,Australia,southern,-31.08954778,152.6894109,Cfa,1960-1963,1961,Male,Adult,,,,,7,8,30.417,,Jul,Aug,,,,15.15668203,0.525345622,16,14.24423963,0.442396313,25,post,14.24423963,0.912442396,0.025077831,6.40569395,0.062088904,0.00011367,,,
54,1964,Dwyer,Fig 5,Yangochiroptera,Miniopteridae,Miniopterus orianae oceanensis,Miniopterus orianae oceanensis,cave,,Australia,southern,-31.08954778,152.6894109,Cfa,1960-1963,1961,Female,Adult,,,,6,7,,30.417,Jun,Jul,,14.18055556,0.532407407,10,15.31481481,0.763888889,9,,,,pre,14.18055556,1.134259259,0.093182013,7.998694091,0.076948949,0.000417398,,,
54,1964,Dwyer,Fig 5,Yangochiroptera,Miniopteridae,Miniopterus orianae oceanensis,Miniopterus orianae oceanensis,cave,,Australia,southern,-31.08954778,152.6894109,Cfa,1960-1963,1961,Female,Adult,,,,,7,8,30.417,,Jul,Aug,,,,15.31481481,0.763888889,9,12.97685185,0.625,10,post,12.97685185,2.337962963,0.103898748,18.01641099,0.165653505,0.0005084,,,
54,1964,Dwyer,Fig 5,Yangochiroptera,Miniopteridae,Miniopterus orianae oceanensis,Miniopterus orianae oceanensis,cave,,Australia,southern,-30.58660093,151.5951913,Cfb,1960-1963,1961,Male,Adult,,,,4,6,,60.834,Apr,Jun,,14.10599078,0.525345622,12,17.67281106,1.216589862,39,,,,pre,14.10599078,3.566820276,0.06095005,25.2858543,0.225427775,0.000237095,,,
